date,price_band,zip_code,mls_listings,mls_contracts,od_listings,od_contracts,od_home_visits
2017-12-21 0:00:00,<$200K,B,211,10,40,1,330
2017-12-21 0:00:00,<$200K,C,84,3,16,0,132
2017-12-21 0:00:00,<$200K,D,126,4,24,1,198
2017-12-22 0:00:00,<$200K,A,414,13,79,3,647
2017-12-22 0:00:00,<$200K,B,207,11,40,1,324
2017-12-22 0:00:00,<$200K,C,83,3,16,1,129
2017-12-22 0:00:00,<$200K,D,124,5,24,1,194
2017-12-23 0:00:00,<$200K,A,417,5,80,1,654
2017-12-23 0:00:00,<$200K,B,208,5,40,1,327
2017-12-23 0:00:00,<$200K,C,83,1,16,0,131
2017-12-23 0:00:00,<$200K,D,125,2,24,0,196
2017-12-24 0:00:00,<$200K,A,407,9,78,2,637
2017-12-24 0:00:00,<$200K,B,203,8,39,1,318
2017-12-24 0:00:00,<$200K,C,81,2,16,0,127
2017-12-24 0:00:00,<$200K,D,122,3,23,0,191
2017-12-25 0:00:00,<$200K,A,404,2,78,1,636
2017-12-25 0:00:00,<$200K,B,202,1,39,0,318
2017-12-25 0:00:00,<$200K,C,81,0,16,0,127
2017-12-25 0:00:00,<$200K,D,121,1,23,0,191
2017-12-26 0:00:00,<$200K,A,403,8,78,2,634
2017-12-26 0:00:00,<$200K,B,202,7,39,1,317
2017-12-26 0:00:00,<$200K,C,81,2,16,0,127
2017-12-26 0:00:00,<$200K,D,121,3,23,0,190
2017-12-27 0:00:00,<$200K,A,399,10,78,2,629
2017-12-27 0:00:00,<$200K,B,200,8,39,1,315
2017-12-27 0:00:00,<$200K,C,80,2,16,0,126
2017-12-27 0:00:00,<$200K,D,120,4,23,1,189
2017-12-28 0:00:00,<$200K,A,397,9,77,2,624
2017-12-28 0:00:00,<$200K,B,199,8,39,1,312
2017-12-28 0:00:00,<$200K,C,79,2,15,0,125
2017-12-28 0:00:00,<$200K,D,119,3,23,0,187
2017-12-29 0:00:00,<$200K,A,395,10,77,2,623
2017-12-29 0:00:00,<$200K,B,197,9,39,1,311
2017-12-29 0:00:00,<$200K,C,79,3,15,0,125
2017-12-29 0:00:00,<$200K,D,118,4,23,1,187
2017-12-30 0:00:00,<$200K,A,389,6,76,2,614
2017-12-30 0:00:00,<$200K,B,194,6,38,1,307
2017-12-30 0:00:00,<$200K,C,78,2,15,0,123
2017-12-30 0:00:00,<$200K,D,117,2,23,0,184
2017-12-31 0:00:00,<$200K,A,377,4,74,1,596
2017-12-31 0:00:00,<$200K,B,189,3,37,0,298
2017-12-31 0:00:00,<$200K,C,75,1,15,0,119
2017-12-31 0:00:00,<$200K,D,113,1,22,0,179
2018-01-01 0:00:00,<$200K,A,377,4,74,1,595
2018-01-01 0:00:00,<$200K,B,189,3,37,0,298
2018-01-01 0:00:00,<$200K,C,75,1,15,0,119
2018-01-01 0:00:00,<$200K,D,113,1,22,0,179
2018-01-02 0:00:00,<$200K,A,379,7,75,2,602
2018-01-02 0:00:00,<$200K,B,190,6,38,1,301
2018-01-02 0:00:00,<$200K,C,76,2,15,0,120
2018-01-02 0:00:00,<$200K,D,114,3,23,0,181
2018-01-03 0:00:00,<$200K,A,383,9,76,2,609
2018-01-03 0:00:00,<$200K,B,192,8,38,1,305
2018-01-03 0:00:00,<$200K,C,77,2,15,0,122
2018-01-03 0:00:00,<$200K,D,115,3,23,0,183
2018-01-04 0:00:00,<$200K,A,390,9,78,2,620
2018-01-04 0:00:00,<$200K,B,195,8,39,1,310
2018-01-04 0:00:00,<$200K,C,78,2,16,0,124
2018-01-04 0:00:00,<$200K,D,117,3,23,1,186
2018-01-05 0:00:00,<$200K,A,398,10,79,2,631
2018-01-05 0:00:00,<$200K,B,199,9,40,1,315
2018-01-05 0:00:00,<$200K,C,80,3,16,0,126
2018-01-05 0:00:00,<$200K,D,119,4,24,1,189
2018-01-06 0:00:00,<$200K,A,403,6,81,2,641
2018-01-06 0:00:00,<$200K,B,202,6,40,1,321
2018-01-06 0:00:00,<$200K,C,81,2,16,0,128
2018-01-06 0:00:00,<$200K,D,121,2,24,0,192
2018-01-07 0:00:00,<$200K,A,396,10,79,2,628
2018-01-07 0:00:00,<$200K,B,198,9,40,1,314
2018-01-07 0:00:00,<$200K,C,79,3,16,0,126
2018-01-07 0:00:00,<$200K,D,119,4,24,1,188
2017-01-07 0:00:00,$200K+,A,"1,446",22,174,2,868
2017-01-07 0:00:00,$200K+,B,723,19,87,1,434
2017-01-07 0:00:00,$200K+,C,289,5,35,0,174
2017-01-07 0:00:00,$200K+,D,434,8,52,1,260
2017-01-08 0:00:00,$200K+,A,"1,429",23,171,2,857
2017-01-08 0:00:00,$200K+,B,714,20,86,1,428
2017-01-08 0:00:00,$200K+,C,286,6,34,0,171
2017-01-08 0:00:00,$200K+,D,429,9,51,1,257
2017-01-09 0:00:00,$200K+,A,"1,417",29,170,3,851
2017-01-09 0:00:00,$200K+,B,708,25,85,1,426
2017-01-09 0:00:00,$200K+,C,283,7,34,1,170
2017-01-09 0:00:00,$200K+,D,425,11,51,1,255
2017-01-10 0:00:00,$200K+,A,"1,407",30,168,3,843
2017-01-10 0:00:00,$200K+,B,703,26,84,1,421
2017-01-10 0:00:00,$200K+,C,281,7,34,1,169
2017-01-10 0:00:00,$200K+,D,422,11,50,1,253
2017-01-11 0:00:00,$200K+,A,"1,409",22,168,2,844
2017-01-11 0:00:00,$200K+,B,704,20,84,1,422
2017-01-11 0:00:00,$200K+,C,282,6,34,0,169
2017-01-11 0:00:00,$200K+,D,423,8,50,1,253
2017-01-12 0:00:00,$200K+,A,"1,432",26,170,3,859
2017-01-12 0:00:00,$200K+,B,716,23,85,1,429
2017-01-12 0:00:00,$200K+,C,286,7,34,1,172
2017-01-12 0:00:00,$200K+,D,429,10,51,1,258
2017-01-13 0:00:00,$200K+,A,"1,450",26,172,3,871
2017-01-13 0:00:00,$200K+,B,725,23,86,1,435
2017-01-13 0:00:00,$200K+,C,290,7,34,1,174
2017-01-13 0:00:00,$200K+,D,435,10,52,1,261
2017-01-14 0:00:00,$200K+,A,"1,445",22,171,2,867
2017-01-14 0:00:00,$200K+,B,722,19,86,1,434
2017-01-14 0:00:00,$200K+,C,289,5,34,0,173
2017-01-14 0:00:00,$200K+,D,433,8,51,1,260
2017-01-15 0:00:00,$200K+,A,"1,424",26,168,3,854
2017-01-15 0:00:00,$200K+,B,712,23,84,1,427
2017-01-15 0:00:00,$200K+,C,285,7,34,1,171
2017-01-15 0:00:00,$200K+,D,427,10,50,1,256
2017-01-16 0:00:00,$200K+,A,"1,417",26,167,3,850
2017-01-16 0:00:00,$200K+,B,709,23,84,1,425
2017-01-16 0:00:00,$200K+,C,283,7,33,1,170
2017-01-16 0:00:00,$200K+,D,425,10,50,1,255
2017-01-17 0:00:00,$200K+,A,"1,412",27,166,3,847
2017-01-17 0:00:00,$200K+,B,706,23,83,1,423
2017-01-17 0:00:00,$200K+,C,282,7,33,1,169
2017-01-17 0:00:00,$200K+,D,424,10,50,1,254
2017-01-18 0:00:00,$200K+,A,"1,417",24,166,2,849
2017-01-18 0:00:00,$200K+,B,708,21,83,1,424
2017-01-18 0:00:00,$200K+,C,283,6,33,0,170
2017-01-18 0:00:00,$200K+,D,425,9,50,1,255
2017-01-19 0:00:00,$200K+,A,"1,431",28,168,3,858
2017-01-19 0:00:00,$200K+,B,715,24,84,1,429
2017-01-19 0:00:00,$200K+,C,286,7,34,1,172
2017-01-19 0:00:00,$200K+,D,429,10,50,1,257
2017-01-20 0:00:00,$200K+,A,"1,452",25,170,2,870
2017-01-20 0:00:00,$200K+,B,726,22,85,1,435
2017-01-20 0:00:00,$200K+,C,290,6,34,0,174
2017-01-20 0:00:00,$200K+,D,436,9,51,1,261
2017-01-21 0:00:00,$200K+,A,"1,447",20,169,2,866
2017-01-21 0:00:00,$200K+,B,724,18,84,1,433
2017-01-21 0:00:00,$200K+,C,289,5,34,0,173
2017-01-21 0:00:00,$200K+,D,434,8,51,1,260
2017-01-22 0:00:00,$200K+,A,"1,432",20,167,2,858
2017-01-22 0:00:00,$200K+,B,716,18,83,1,429
2017-01-22 0:00:00,$200K+,C,286,5,33,0,172
2017-01-22 0:00:00,$200K+,D,430,8,50,1,257
2017-01-23 0:00:00,$200K+,A,"1,413",33,164,3,846
2017-01-23 0:00:00,$200K+,B,706,29,82,2,423
2017-01-23 0:00:00,$200K+,C,283,8,33,1,169
2017-01-23 0:00:00,$200K+,D,424,12,49,1,254
2017-01-24 0:00:00,$200K+,A,"1,400",27,162,3,838
2017-01-24 0:00:00,$200K+,B,700,24,81,1,419
2017-01-24 0:00:00,$200K+,C,280,7,32,1,168
2017-01-24 0:00:00,$200K+,D,420,10,49,1,251
2017-01-25 0:00:00,$200K+,A,"1,405",25,162,2,839
2017-01-25 0:00:00,$200K+,B,702,22,81,1,420
2017-01-25 0:00:00,$200K+,C,281,6,32,0,168
2017-01-25 0:00:00,$200K+,D,421,9,49,1,252
2017-01-26 0:00:00,$200K+,A,"1,432",25,165,2,857
2017-01-26 0:00:00,$200K+,B,716,22,83,1,428
2017-01-26 0:00:00,$200K+,C,286,6,33,0,171
2017-01-26 0:00:00,$200K+,D,430,9,50,1,257
2017-01-27 0:00:00,$200K+,A,"1,451",27,167,3,869
2017-01-27 0:00:00,$200K+,B,725,24,84,1,434
2017-01-27 0:00:00,$200K+,C,290,7,33,1,174
2017-01-27 0:00:00,$200K+,D,435,10,50,1,261
2017-01-28 0:00:00,$200K+,A,"1,458",18,167,2,870
2017-01-28 0:00:00,$200K+,B,729,16,84,1,435
2017-01-28 0:00:00,$200K+,C,292,5,33,0,174
2017-01-28 0:00:00,$200K+,D,437,7,50,0,261
2017-01-29 0:00:00,$200K+,A,"1,434",27,164,3,856
2017-01-29 0:00:00,$200K+,B,717,24,82,1,428
2017-01-29 0:00:00,$200K+,C,287,7,33,1,171
2017-01-29 0:00:00,$200K+,D,430,10,49,1,257
2017-01-30 0:00:00,$200K+,A,"1,417",30,162,3,848
2017-01-30 0:00:00,$200K+,B,708,26,81,1,424
2017-01-30 0:00:00,$200K+,C,283,7,32,1,170
2017-01-30 0:00:00,$200K+,D,425,11,49,1,254
2017-01-31 0:00:00,$200K+,A,"1,394",32,159,3,833
2017-01-31 0:00:00,$200K+,B,697,28,80,2,417
2017-01-31 0:00:00,$200K+,C,279,8,32,1,167
2017-01-31 0:00:00,$200K+,D,418,12,48,1,250
2017-02-01 0:00:00,$200K+,A,"1,410",28,161,3,843
2017-02-01 0:00:00,$200K+,B,705,25,80,1,421
2017-02-01 0:00:00,$200K+,C,282,7,32,1,169
2017-02-01 0:00:00,$200K+,D,423,11,48,1,253
2017-02-02 0:00:00,$200K+,A,"1,427",26,162,3,852
2017-02-02 0:00:00,$200K+,B,714,22,81,1,426
2017-02-02 0:00:00,$200K+,C,285,6,32,1,170
2017-02-02 0:00:00,$200K+,D,428,10,49,1,256
2017-02-03 0:00:00,$200K+,A,"1,464",28,166,3,872
2017-02-03 0:00:00,$200K+,B,732,24,83,1,436
2017-02-03 0:00:00,$200K+,C,293,7,33,1,174
2017-02-03 0:00:00,$200K+,D,439,10,50,1,262
2017-02-04 0:00:00,$200K+,A,"1,454",23,165,2,869
2017-02-04 0:00:00,$200K+,B,727,20,82,1,434
2017-02-04 0:00:00,$200K+,C,291,6,33,0,174
2017-02-04 0:00:00,$200K+,D,436,9,49,1,261
2017-02-05 0:00:00,$200K+,A,"1,437",23,162,2,857
2017-02-05 0:00:00,$200K+,B,718,20,81,1,429
2017-02-05 0:00:00,$200K+,C,287,6,32,0,171
2017-02-05 0:00:00,$200K+,D,431,9,49,1,257
2017-02-06 0:00:00,$200K+,A,"1,423",33,160,3,848
2017-02-06 0:00:00,$200K+,B,712,29,80,2,424
2017-02-06 0:00:00,$200K+,C,285,8,32,1,170
2017-02-06 0:00:00,$200K+,D,427,12,48,1,254
2017-02-07 0:00:00,$200K+,A,"1,420",28,160,3,847
2017-02-07 0:00:00,$200K+,B,710,24,80,1,424
2017-02-07 0:00:00,$200K+,C,284,7,32,1,169
2017-02-07 0:00:00,$200K+,D,426,10,48,1,254
2017-02-08 0:00:00,$200K+,A,"1,429",28,160,3,851
2017-02-08 0:00:00,$200K+,B,715,25,80,1,426
2017-02-08 0:00:00,$200K+,C,286,7,32,1,170
2017-02-08 0:00:00,$200K+,D,429,11,48,1,255
2017-02-09 0:00:00,$200K+,A,"1,455",26,163,3,866
2017-02-09 0:00:00,$200K+,B,728,22,81,1,433
2017-02-09 0:00:00,$200K+,C,291,6,33,1,173
2017-02-09 0:00:00,$200K+,D,437,10,49,1,260
2017-02-10 0:00:00,$200K+,A,"1,484",30,166,3,884
2017-02-10 0:00:00,$200K+,B,742,26,83,1,442
2017-02-10 0:00:00,$200K+,C,297,7,33,1,177
2017-02-10 0:00:00,$200K+,D,445,11,50,1,265
2017-02-11 0:00:00,$200K+,A,"1,479",23,165,2,880
2017-02-11 0:00:00,$200K+,B,739,20,82,1,440
2017-02-11 0:00:00,$200K+,C,296,6,33,0,176
2017-02-11 0:00:00,$200K+,D,444,9,49,1,264
2017-02-12 0:00:00,$200K+,A,"1,462",24,163,2,871
2017-02-12 0:00:00,$200K+,B,731,21,81,1,436
2017-02-12 0:00:00,$200K+,C,292,6,33,0,174
2017-02-12 0:00:00,$200K+,D,439,9,49,1,261
2017-02-13 0:00:00,$200K+,A,"1,451",34,161,3,862
2017-02-13 0:00:00,$200K+,B,726,30,80,2,431
2017-02-13 0:00:00,$200K+,C,290,9,32,1,172
2017-02-13 0:00:00,$200K+,D,435,13,48,1,259
2017-02-14 0:00:00,$200K+,A,"1,442",30,160,3,858
2017-02-14 0:00:00,$200K+,B,721,27,80,2,429
2017-02-14 0:00:00,$200K+,C,288,8,32,1,172
2017-02-14 0:00:00,$200K+,D,433,11,48,1,257
2017-02-15 0:00:00,$200K+,A,"1,446",32,160,3,860
2017-02-15 0:00:00,$200K+,B,723,28,80,2,430
2017-02-15 0:00:00,$200K+,C,289,8,32,1,172
2017-02-15 0:00:00,$200K+,D,434,12,48,1,258
2017-02-16 0:00:00,$200K+,A,"1,466",29,162,3,872
2017-02-16 0:00:00,$200K+,B,733,25,81,1,436
2017-02-16 0:00:00,$200K+,C,293,7,32,1,174
2017-02-16 0:00:00,$200K+,D,440,11,48,1,262
2017-02-17 0:00:00,$200K+,A,"1,481",32,163,3,879
2017-02-17 0:00:00,$200K+,B,741,28,81,2,440
2017-02-17 0:00:00,$200K+,C,296,8,33,1,176
2017-02-17 0:00:00,$200K+,D,444,12,49,1,264
2017-02-18 0:00:00,$200K+,A,"1,471",26,161,3,873
2017-02-18 0:00:00,$200K+,B,735,23,81,1,436
2017-02-18 0:00:00,$200K+,C,294,7,32,1,175
2017-02-18 0:00:00,$200K+,D,441,10,48,1,262
2017-02-19 0:00:00,$200K+,A,"1,441",30,158,3,855
2017-02-19 0:00:00,$200K+,B,721,26,79,1,428
2017-02-19 0:00:00,$200K+,C,288,8,32,1,171
2017-02-19 0:00:00,$200K+,D,432,11,47,1,257
2017-02-20 0:00:00,$200K+,A,"1,421",32,155,3,843
2017-02-20 0:00:00,$200K+,B,710,28,78,2,422
2017-02-20 0:00:00,$200K+,C,284,8,31,1,169
2017-02-20 0:00:00,$200K+,D,426,12,47,1,253
2017-02-21 0:00:00,$200K+,A,"1,415",34,154,3,840
2017-02-21 0:00:00,$200K+,B,707,30,77,2,420
2017-02-21 0:00:00,$200K+,C,283,9,31,1,168
2017-02-21 0:00:00,$200K+,D,424,13,46,1,252
2017-02-22 0:00:00,$200K+,A,"1,412",28,153,3,836
2017-02-22 0:00:00,$200K+,B,706,24,77,1,418
2017-02-22 0:00:00,$200K+,C,282,7,31,1,167
2017-02-22 0:00:00,$200K+,D,424,10,46,1,251
2017-02-23 0:00:00,$200K+,A,"1,429",28,155,3,845
2017-02-23 0:00:00,$200K+,B,714,24,77,1,423
2017-02-23 0:00:00,$200K+,C,286,7,31,1,169
2017-02-23 0:00:00,$200K+,D,429,10,46,1,254
2017-02-24 0:00:00,$200K+,A,"1,444",32,156,3,855
2017-02-24 0:00:00,$200K+,B,722,28,78,2,428
2017-02-24 0:00:00,$200K+,C,289,8,31,1,171
2017-02-24 0:00:00,$200K+,D,433,12,47,1,257
2017-02-25 0:00:00,$200K+,A,"1,434",23,155,2,848
2017-02-25 0:00:00,$200K+,B,717,20,77,1,424
2017-02-25 0:00:00,$200K+,C,287,6,31,0,170
2017-02-25 0:00:00,$200K+,D,430,9,46,1,254
2017-02-26 0:00:00,$200K+,A,"1,402",30,151,3,828
2017-02-26 0:00:00,$200K+,B,701,26,75,1,414
2017-02-26 0:00:00,$200K+,C,280,8,30,1,166
2017-02-26 0:00:00,$200K+,D,421,11,45,1,248
2017-02-27 0:00:00,$200K+,A,"1,387",34,149,3,818
2017-02-27 0:00:00,$200K+,B,693,30,74,2,409
2017-02-27 0:00:00,$200K+,C,277,9,30,1,164
2017-02-27 0:00:00,$200K+,D,416,13,45,1,245
2017-02-28 0:00:00,$200K+,A,"1,362",34,146,3,803
2017-02-28 0:00:00,$200K+,B,681,29,73,2,402
2017-02-28 0:00:00,$200K+,C,272,8,29,1,161
2017-02-28 0:00:00,$200K+,D,408,13,44,1,241
2017-03-01 0:00:00,$200K+,A,"1,377",35,147,3,813
2017-03-01 0:00:00,$200K+,B,688,30,74,2,407
2017-03-01 0:00:00,$200K+,C,275,9,29,1,163
2017-03-01 0:00:00,$200K+,D,413,13,44,1,244
2017-03-02 0:00:00,$200K+,A,"1,402",30,150,3,828
2017-03-02 0:00:00,$200K+,B,701,26,75,1,414
2017-03-02 0:00:00,$200K+,C,280,7,30,1,166
2017-03-02 0:00:00,$200K+,D,421,11,45,1,248
2017-03-03 0:00:00,$200K+,A,"1,437",29,153,3,847
2017-03-03 0:00:00,$200K+,B,718,25,76,1,423
2017-03-03 0:00:00,$200K+,C,287,7,31,1,169
2017-03-03 0:00:00,$200K+,D,431,11,46,1,254
2017-03-04 0:00:00,$200K+,A,"1,438",21,153,2,848
2017-03-04 0:00:00,$200K+,B,719,19,76,1,424
2017-03-04 0:00:00,$200K+,C,288,5,31,0,170
2017-03-04 0:00:00,$200K+,D,431,8,46,1,254
2017-03-05 0:00:00,$200K+,A,"1,415",29,150,3,833
2017-03-05 0:00:00,$200K+,B,707,26,75,1,416
2017-03-05 0:00:00,$200K+,C,283,7,30,1,167
2017-03-05 0:00:00,$200K+,D,424,11,45,1,250
2017-03-06 0:00:00,$200K+,A,"1,396",37,147,4,821
2017-03-06 0:00:00,$200K+,B,698,33,74,2,410
2017-03-06 0:00:00,$200K+,C,279,9,29,1,164
2017-03-06 0:00:00,$200K+,D,419,14,44,1,246
2017-03-07 0:00:00,$200K+,A,"1,395",32,147,3,822
2017-03-07 0:00:00,$200K+,B,698,28,74,2,411
2017-03-07 0:00:00,$200K+,C,279,8,29,1,164
2017-03-07 0:00:00,$200K+,D,419,12,44,1,246
2017-03-08 0:00:00,$200K+,A,"1,397",34,147,3,821
2017-03-08 0:00:00,$200K+,B,698,30,73,2,410
2017-03-08 0:00:00,$200K+,C,279,9,29,1,164
2017-03-08 0:00:00,$200K+,D,419,13,44,1,246
2017-03-09 0:00:00,$200K+,A,"1,433",30,150,3,842
2017-03-09 0:00:00,$200K+,B,717,26,75,1,421
2017-03-09 0:00:00,$200K+,C,287,7,30,1,168
2017-03-09 0:00:00,$200K+,D,430,11,45,1,252
2017-03-10 0:00:00,$200K+,A,"1,468",32,154,3,863
2017-03-10 0:00:00,$200K+,B,734,28,77,2,431
2017-03-10 0:00:00,$200K+,C,294,8,31,1,173
2017-03-10 0:00:00,$200K+,D,440,12,46,1,259
2017-03-11 0:00:00,$200K+,A,"1,463",28,153,3,859
2017-03-11 0:00:00,$200K+,B,732,24,76,1,429
2017-03-11 0:00:00,$200K+,C,293,7,31,1,172
2017-03-11 0:00:00,$200K+,D,439,10,46,1,258
2017-03-12 0:00:00,$200K+,A,"1,447",26,151,3,849
2017-03-12 0:00:00,$200K+,B,724,23,75,1,425
2017-03-12 0:00:00,$200K+,C,289,7,30,1,170
2017-03-12 0:00:00,$200K+,D,434,10,45,1,255
2017-03-13 0:00:00,$200K+,A,"1,423",42,148,4,834
2017-03-13 0:00:00,$200K+,B,711,37,74,2,417
2017-03-13 0:00:00,$200K+,C,285,11,30,1,167
2017-03-13 0:00:00,$200K+,D,427,16,44,1,250
2017-03-14 0:00:00,$200K+,A,"1,416",32,147,3,829
2017-03-14 0:00:00,$200K+,B,708,28,73,2,415
2017-03-14 0:00:00,$200K+,C,283,8,29,1,166
2017-03-14 0:00:00,$200K+,D,425,12,44,1,249
2017-03-15 0:00:00,$200K+,A,"1,428",30,148,3,837
2017-03-15 0:00:00,$200K+,B,714,26,74,1,418
2017-03-15 0:00:00,$200K+,C,286,7,30,1,167
2017-03-15 0:00:00,$200K+,D,428,11,44,1,251
2017-03-16 0:00:00,$200K+,A,"1,456",31,150,3,852
2017-03-16 0:00:00,$200K+,B,728,27,75,2,426
2017-03-16 0:00:00,$200K+,C,291,8,30,1,170
2017-03-16 0:00:00,$200K+,D,437,12,45,1,256
2017-03-17 0:00:00,$200K+,A,"1,492",32,154,3,874
2017-03-17 0:00:00,$200K+,B,746,28,77,2,437
2017-03-17 0:00:00,$200K+,C,298,8,31,1,175
2017-03-17 0:00:00,$200K+,D,447,12,46,1,262
2017-03-18 0:00:00,$200K+,A,"1,482",26,152,3,867
2017-03-18 0:00:00,$200K+,B,741,23,76,1,433
2017-03-18 0:00:00,$200K+,C,296,7,30,1,173
2017-03-18 0:00:00,$200K+,D,445,10,46,1,260
2017-03-19 0:00:00,$200K+,A,"1,462",25,150,3,854
2017-03-19 0:00:00,$200K+,B,731,22,75,1,427
2017-03-19 0:00:00,$200K+,C,292,6,30,1,171
2017-03-19 0:00:00,$200K+,D,438,9,45,1,256
2017-03-20 0:00:00,$200K+,A,"1,444",39,148,4,844
2017-03-20 0:00:00,$200K+,B,722,34,74,2,422
2017-03-20 0:00:00,$200K+,C,289,10,30,1,169
2017-03-20 0:00:00,$200K+,D,433,15,44,1,253
2017-03-21 0:00:00,$200K+,A,"1,443",27,147,3,843
2017-03-21 0:00:00,$200K+,B,721,24,74,1,421
2017-03-21 0:00:00,$200K+,C,289,7,29,1,169
2017-03-21 0:00:00,$200K+,D,433,10,44,1,253
2017-03-22 0:00:00,$200K+,A,"1,442",34,147,3,841
2017-03-22 0:00:00,$200K+,B,721,29,73,2,421
2017-03-22 0:00:00,$200K+,C,288,8,29,1,168
2017-03-22 0:00:00,$200K+,D,433,13,44,1,252
2017-03-23 0:00:00,$200K+,A,"1,465",30,149,3,854
2017-03-23 0:00:00,$200K+,B,733,27,74,1,427
2017-03-23 0:00:00,$200K+,C,293,8,30,1,171
2017-03-23 0:00:00,$200K+,D,440,11,45,1,256
2017-03-24 0:00:00,$200K+,A,"1,486",34,150,3,864
2017-03-24 0:00:00,$200K+,B,743,30,75,2,432
2017-03-24 0:00:00,$200K+,C,297,9,30,1,173
2017-03-24 0:00:00,$200K+,D,446,13,45,1,259
2017-03-25 0:00:00,$200K+,A,"1,469",34,148,3,854
2017-03-25 0:00:00,$200K+,B,735,29,74,2,427
2017-03-25 0:00:00,$200K+,C,294,8,30,1,171
2017-03-25 0:00:00,$200K+,D,441,13,44,1,256
2017-03-26 0:00:00,$200K+,A,"1,447",26,146,3,841
2017-03-26 0:00:00,$200K+,B,724,22,73,1,421
2017-03-26 0:00:00,$200K+,C,289,6,29,1,168
2017-03-26 0:00:00,$200K+,D,434,10,44,1,252
2017-03-27 0:00:00,$200K+,A,"1,422",44,143,4,825
2017-03-27 0:00:00,$200K+,B,711,38,71,2,413
2017-03-27 0:00:00,$200K+,C,284,11,29,1,165
2017-03-27 0:00:00,$200K+,D,427,16,43,1,248
2017-03-28 0:00:00,$200K+,A,"1,407",35,141,3,815
2017-03-28 0:00:00,$200K+,B,704,31,70,2,408
2017-03-28 0:00:00,$200K+,C,281,9,28,1,163
2017-03-28 0:00:00,$200K+,D,422,13,42,1,245
2017-03-29 0:00:00,$200K+,A,"1,410",31,141,3,817
2017-03-29 0:00:00,$200K+,B,705,27,70,2,408
2017-03-29 0:00:00,$200K+,C,282,8,28,1,163
2017-03-29 0:00:00,$200K+,D,423,12,42,1,245
2017-03-30 0:00:00,$200K+,A,"1,429",32,142,3,827
2017-03-30 0:00:00,$200K+,B,714,28,71,2,413
2017-03-30 0:00:00,$200K+,C,286,8,28,1,165
2017-03-30 0:00:00,$200K+,D,429,12,43,1,248
2017-03-31 0:00:00,$200K+,A,"1,459",29,145,3,846
2017-03-31 0:00:00,$200K+,B,730,26,73,1,423
2017-03-31 0:00:00,$200K+,C,292,7,29,1,169
2017-03-31 0:00:00,$200K+,D,438,11,44,1,254
2017-04-01 0:00:00,$200K+,A,"1,468",26,146,3,850
2017-04-01 0:00:00,$200K+,B,734,23,73,1,425
2017-04-01 0:00:00,$200K+,C,294,7,29,1,170
2017-04-01 0:00:00,$200K+,D,440,10,44,1,255
2017-04-02 0:00:00,$200K+,A,"1,447",29,143,3,837
2017-04-02 0:00:00,$200K+,B,723,26,72,1,418
2017-04-02 0:00:00,$200K+,C,289,7,29,1,167
2017-04-02 0:00:00,$200K+,D,434,11,43,1,251
2017-04-03 0:00:00,$200K+,A,"1,423",40,140,4,821
2017-04-03 0:00:00,$200K+,B,711,35,70,2,410
2017-04-03 0:00:00,$200K+,C,285,10,28,1,164
2017-04-03 0:00:00,$200K+,D,427,15,42,1,246
2017-04-04 0:00:00,$200K+,A,"1,415",35,139,3,816
2017-04-04 0:00:00,$200K+,B,708,30,70,2,408
2017-04-04 0:00:00,$200K+,C,283,9,28,1,163
2017-04-04 0:00:00,$200K+,D,425,13,42,1,245
2017-04-05 0:00:00,$200K+,A,"1,415",32,139,3,815
2017-04-05 0:00:00,$200K+,B,707,28,69,2,407
2017-04-05 0:00:00,$200K+,C,283,8,28,1,163
2017-04-05 0:00:00,$200K+,D,424,12,42,1,244
2017-04-06 0:00:00,$200K+,A,"1,446",34,142,3,834
2017-04-06 0:00:00,$200K+,B,723,30,71,2,417
2017-04-06 0:00:00,$200K+,C,289,9,28,1,167
2017-04-06 0:00:00,$200K+,D,434,13,42,1,250
2017-04-07 0:00:00,$200K+,A,"1,479",36,144,3,850
2017-04-07 0:00:00,$200K+,B,739,31,72,2,425
2017-04-07 0:00:00,$200K+,C,296,9,29,1,170
2017-04-07 0:00:00,$200K+,D,444,13,43,1,255
2017-04-08 0:00:00,$200K+,A,"1,479",28,144,3,851
2017-04-08 0:00:00,$200K+,B,740,25,72,1,426
2017-04-08 0:00:00,$200K+,C,296,7,29,1,170
2017-04-08 0:00:00,$200K+,D,444,11,43,1,255
2017-04-09 0:00:00,$200K+,A,"1,461",30,142,3,838
2017-04-09 0:00:00,$200K+,B,730,26,71,1,419
2017-04-09 0:00:00,$200K+,C,292,7,28,1,168
2017-04-09 0:00:00,$200K+,D,438,11,42,1,251
2017-04-10 0:00:00,$200K+,A,"1,445",38,140,4,830
2017-04-10 0:00:00,$200K+,B,722,33,70,2,415
2017-04-10 0:00:00,$200K+,C,289,10,28,1,166
2017-04-10 0:00:00,$200K+,D,433,14,42,1,249
2017-04-11 0:00:00,$200K+,A,"1,432",36,138,4,820
2017-04-11 0:00:00,$200K+,B,716,32,69,2,410
2017-04-11 0:00:00,$200K+,C,286,9,28,1,164
2017-04-11 0:00:00,$200K+,D,429,14,41,1,246
2017-04-12 0:00:00,$200K+,A,"1,442",30,139,3,827
2017-04-12 0:00:00,$200K+,B,721,26,70,1,414
2017-04-12 0:00:00,$200K+,C,288,7,28,1,165
2017-04-12 0:00:00,$200K+,D,433,11,42,1,248
